id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,yearBuilt,status,price,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,lotSize
"4100-Paces-Walk-SE,-Unit-4306,-Atlanta,-GA-30339","4100 Paces Walk SE, Unit 4306, Atlanta, GA 30339",4100 Paces Walk SE,Unit 4306,Atlanta,GA,30339,Cobb,33.856229,-84.479301,Condo,3,2.5,1671.0,2003.0,Active,475000,2024-03-21T00:00:00.000Z,,2024-03-05T00:00:00.000Z,2024-04-30T00:00:00.000Z,41,1742.0
"222-Eaglewood-Ct,-Athens,-GA-30606","222 Eaglewood Ct, Athens, GA 30606",222 Eaglewood Ct,,Athens,GA,30606,Clarke,33.922462,-83.387554,Condo,3,2.0,1506.0,1981.0,Active,269900,2024-03-26T00:00:00.000Z,,2024-03-27T00:00:00.000Z,2024-04-30T00:00:00.000Z,36,
"3046-Briarcliff-Rd-NE,-Apt-6,-Atlanta,-GA-30329","3046 Briarcliff Rd NE, Apt 6, Atlanta, GA 30329",3046 Briarcliff Rd NE,Apt 6,Atlanta,GA,30329,DeKalb,33.83914,-84.313739,Condo,3,2.0,1160.0,1963.0,Active,282000,2024-03-30T00:00:00.000Z,,2024-03-29T00:00:00.000Z,2024-04-30T00:00:00.000Z,32,1307.0
"106-Paces-Run,-Unit-106,-Atlanta,-GA-30339","106 Paces Run, Unit 106, Atlanta, GA 30339",106 Paces Run,Unit 106,Atlanta,GA,30339,Cobb,33.867687,-84.462533,Condo,3,2.5,2150.0,1984.0,Active,565000,2024-04-10T00:00:00.000Z,,2024-04-10T00:00:00.000Z,2024-04-30T00:00:00.000Z,21,14144.0
"1522-Bouvier-Pl,-Lawrenceville,-GA-30043","1522 Bouvier Pl, Lawrenceville, GA 30043",1522 Bouvier Pl,,Lawrenceville,GA,30043,Gwinnett,33.996129,-84.070681,Condo,3,2.5,2024.0,2006.0,Active,399000,2024-04-17T00:00:00.000Z,,2024-04-18T00:00:00.000Z,2024-04-30T00:00:00.000Z,14,436.0
"600-Magnolia-Cir,-Palmetto,-GA-30268","600 Magnolia Cir, Palmetto, GA 30268",600 Magnolia Cir,,Palmetto,GA,30268,Fulton,33.53278,-84.66333,Condo,3,2.5,1386.0,2024.0,Active,291900,2024-04-13T00:00:00.000Z,,2024-04-22T00:00:00.000Z,2024-04-30T00:00:00.000Z,18,
"201-W-Ponce-De-Leon-Ave,-Unit-16,-Decatur,-GA-30030","201 W Ponce De Leon Ave, Unit 16, Decatur, GA 30030",201 W Ponce De Leon Ave,Unit 16,Decatur,GA,30030,DeKalb,33.776826,-84.298264,Condo,3,3.0,1981.0,2008.0,Active,675000,2023-12-14T00:00:00.000Z,,2022-04-02T13:29:33.161Z,2024-04-29T00:00:00.000Z,138,
"4100-Paces-Walk-SE,-Unit-2202,-Atlanta,-GA-30339","4100 Paces Walk SE, Unit 2202, Atlanta, GA 30339",4100 Paces Walk SE,Unit 2202,Atlanta,GA,30339,Cobb,33.856481,-84.479978,Condo,3,2.0,1678.0,2001.0,Active,350000,2024-03-30T00:00:00.000Z,,2023-09-27T00:00:00.000Z,2024-04-29T00:00:00.000Z,31,1742.0
"9104-Harvest-Ridge-Ln,-Unit-9,-Alpharetta,-GA-30022","9104 Harvest Ridge Ln, Unit 9, Alpharetta, GA 30022",9104 Harvest Ridge Ln,Unit 9,Alpharetta,GA,30022,Fulton,34.045572,-84.22781,Condo,3,2.5,1762.0,2000.0,Active,439900,2024-02-15T00:00:00.000Z,,2024-02-16T00:00:00.000Z,2024-04-29T00:00:00.000Z,75,
"350-Wood-Lake-Dr,-Unit-23,-Athens,-GA-30606","350 Wood Lake Dr, Unit 23, Athens, GA 30606",350 Wood Lake Dr,Unit 23,Athens,GA,30606,Clarke,33.941994,-83.436362,Condo,3,2.0,1582.0,2005.0,Active,285000,2024-04-18T00:00:00.000Z,,2024-04-19T00:00:00.000Z,2024-04-29T00:00:00.000Z,12,
"1704-White-Oak-Ln,-Dalton,-GA-30721","1704 White Oak Ln, Dalton, GA 30721",1704 White Oak Ln,,Dalton,GA,30721,Whitfield,34.806944,-84.959755,Condo,3,2.5,1792.0,1996.0,Active,249900,2024-04-24T00:00:00.000Z,,2024-04-25T00:00:00.000Z,2024-04-29T00:00:00.000Z,6,5227.0
"2272-Grove-Valley-Way,-Unit-9,-Marietta,-GA-30064","2272 Grove Valley Way, Unit 9, Marietta, GA 30064",2272 Grove Valley Way,Unit 9,Marietta,GA,30064,Cobb,33.899689,-84.609366,Condo,3,2.0,1959.0,2015.0,Active,439900,2024-04-25T00:00:00.000Z,,2024-04-26T00:00:00.000Z,2024-04-29T00:00:00.000Z,5,1307.0
"1138-Postell-Ave,-Saint-Simons-Island,-GA-31522","1138 Postell Ave, Saint Simons Island, GA 31522",1138 Postell Ave,,Saint Simons Island,GA,31522,Glynn,31.138111,-81.380592,Condo,4,4.5,2899.0,2003.0,Active,2395000,2024-02-05T00:00:00.000Z,,2020-09-20T18:59:56.653Z,2024-05-01T00:00:00.000Z,87,
"400-W-Peachtree-St-NW,-Unit-3802,-Atlanta,-GA-30308","400 W Peachtree St NW, Unit 3802, Atlanta, GA 30308",400 W Peachtree St NW,Unit 3802,Atlanta,GA,30308,Fulton,33.765134,-84.388194,Condo,4,4.0,1080.0,2007.0,Active,699999,2023-12-04T00:00:00.000Z,,2020-09-22T02:03:40.986Z,2024-05-01T00:00:00.000Z,150,1089.0
"2871-Middlecreek-Way,-Cumming,-GA-30041","2871 Middlecreek Way, Cumming, GA 30041",2871 Middlecreek Way,,Cumming,GA,30041,Forsyth,34.177324,-84.124398,Condo,4,3.0,2697.0,2007.0,Active,600000,2024-01-15T00:00:00.000Z,,2021-03-26T11:47:57.349Z,2024-05-01T00:00:00.000Z,108,2265.0
"3107-Peachtree-Rd-NE,-Unit-Ph-3,-Atlanta,-GA-30305","3107 Peachtree Rd NE, Unit Ph 3, Atlanta, GA 30305",3107 Peachtree Rd NE,Unit Ph 3,Atlanta,GA,30305,Fulton,33.839874,-84.37883,Condo,4,3.5,4527.0,2019.0,Active,5300000,2024-01-26T00:00:00.000Z,,2021-12-18T15:07:42.290Z,2024-05-01T00:00:00.000Z,97,4530.0
"1138-Postell-Ave,-Saint-Simons,-GA-31522","1138 Postell Ave, Saint Simons, GA 31522",1138 Postell Ave,,Saint Simons,GA,31522,Glynn,31.138111,-81.380592,Condo,4,4.5,2899.0,2003.0,Active,2395000,2023-01-02T00:00:00.000Z,,2022-04-27T17:14:37.033Z,2024-05-01T00:00:00.000Z,486,
"2570-Bradford-Sq-NE,-Atlanta,-GA-30345","2570 Bradford Sq NE, Atlanta, GA 30345",2570 Bradford Sq NE,,Atlanta,GA,30345,DeKalb,33.862755,-84.284179,Condo,4,2.5,1606.0,1966.0,Active,240000,2024-04-25T00:00:00.000Z,,2022-05-09T12:22:44.653Z,2024-05-01T00:00:00.000Z,7,1241.0
"40-12th-St-NE,-Unit-1906,-Atlanta,-GA-30309","40 12th St NE, Unit 1906, Atlanta, GA 30309",40 12th St NE,Unit 1906,Atlanta,GA,30309,Fulton,33.784817,-84.386429,Condo,4,3.5,2537.0,2021.0,Active,2651991,2024-01-24T00:00:00.000Z,,2022-05-26T16:03:56.522Z,2024-05-01T00:00:00.000Z,99,
"140-Everley-Walk,---6,-Alpharetta,-GA-30009","140 Everley Walk, # 6, Alpharetta, GA 30009",140 Everley Walk,# 6,Alpharetta,GA,30009,Fulton,34.067369,-84.292373,Condo,4,3.5,2379.0,,Active,842575,2024-04-29T00:00:00.000Z,,2023-04-16T00:00:00.000Z,2024-05-01T00:00:00.000Z,3,
"1710-Butler-Ave,-Unit-201,-Tybee-Island,-GA-31328","1710 Butler Ave, Unit 201, Tybee Island, GA 31328",1710 Butler Ave,Unit 201,Tybee Island,GA,31328,Chatham,31.989965,-80.849945,Condo,4,3.0,2200.0,2005.0,Active,685000,2023-04-21T00:00:00.000Z,,2023-04-25T00:00:00.000Z,2024-05-01T00:00:00.000Z,377,
"148-Everley-Walk,---2,-Alpharetta,-GA-30009","148 Everley Walk, # 2, Alpharetta, GA 30009",148 Everley Walk,# 2,Alpharetta,GA,30009,Fulton,34.066769,-84.29277,Condo,4,3.5,2379.0,,Active,846635,2024-04-30T00:00:00.000Z,,2023-04-25T00:00:00.000Z,2024-05-01T00:00:00.000Z,2,
"40-12th-St-NE,-Unit-1406,-Atlanta,-GA-30309","40 12th St NE, Unit 1406, Atlanta, GA 30309",40 12th St NE,Unit 1406,Atlanta,GA,30309,Fulton,33.784817,-84.386429,Condo,4,3.5,2537.0,2021.0,Active,1995000,2023-05-15T00:00:00.000Z,,2023-05-16T00:00:00.000Z,2024-05-01T00:00:00.000Z,353,
"235-Briscoe-Way,---7,-Alpharetta,-GA-30009","235 Briscoe Way, # 7, Alpharetta, GA 30009",235 Briscoe Way,# 7,Alpharetta,GA,30009,Fulton,34.071384,-84.287762,Condo,4,3.5,2325.0,,Active,1052790,2024-04-27T00:00:00.000Z,,2023-06-11T00:00:00.000Z,2024-05-01T00:00:00.000Z,5,
"146-Everley-Walk,---3,-Alpharetta,-GA-30009","146 Everley Walk, # 3, Alpharetta, GA 30009",146 Everley Walk,# 3,Alpharetta,GA,30009,Fulton,34.067369,-84.292373,Condo,4,3.5,2379.0,,Active,850920,2024-04-24T00:00:00.000Z,,2023-06-14T00:00:00.000Z,2024-05-01T00:00:00.000Z,8,
"112-Covington-Pl,-Macon,-GA-31210","112 Covington Pl, Macon, GA 31210",112 Covington Pl,,Macon,GA,31210,Bibb,32.874159,-83.724592,Condo,4,3.5,3451.0,1997.0,Active,519000,2024-04-12T00:00:00.000Z,,2023-06-24T00:00:00.000Z,2024-05-01T00:00:00.000Z,20,17424.0
"142-Everley-Walk,---5,-Alpharetta,-GA-30009","142 Everley Walk, # 5, Alpharetta, GA 30009",142 Everley Walk,# 5,Alpharetta,GA,30009,Fulton,34.066938,-84.292663,Condo,4,3.5,2388.0,,Active,841765,2024-04-30T00:00:00.000Z,,2023-06-25T00:00:00.000Z,2024-05-01T00:00:00.000Z,2,
"225-Briscoe-Way,---8,-Alpharetta,-GA-30009","225 Briscoe Way, # 8, Alpharetta, GA 30009",225 Briscoe Way,# 8,Alpharetta,GA,30009,Fulton,34.071384,-84.287805,Condo,4,3.5,2347.0,,Active,1011275,2024-04-24T00:00:00.000Z,,2023-06-25T00:00:00.000Z,2024-05-01T00:00:00.000Z,8,
"421-Burton-Dr,---40,-Alpharetta,-GA-30009","421 Burton Dr, # 40, Alpharetta, GA 30009",421 Burton Dr,# 40,Alpharetta,GA,30009,Fulton,34.068399,-84.296442,Condo,4,3.5,2515.0,,Active,946905,2024-04-29T00:00:00.000Z,,2023-07-15T00:00:00.000Z,2024-05-01T00:00:00.000Z,3,
"875-Orange-Ter,-Macon,-GA-31201","875 Orange Ter, Macon, GA 31201",875 Orange Ter,,Macon,GA,31201,Bibb,32.833043,-83.638137,Condo,4,3.0,2346.0,1900.0,Active,369000,2024-02-16T00:00:00.000Z,,2023-08-04T00:00:00.000Z,2024-05-01T00:00:00.000Z,76,3049.0
"114-Saxton-Pl,-Unit-114,-Leesburg,-GA-31763","114 Saxton Pl, Unit 114, Leesburg, GA 31763",114 Saxton Pl,Unit 114,Leesburg,GA,31763,Lee,31.635604,-84.179852,Condo,4,3.5,3528.0,1997.0,Active,475000,2023-08-07T00:00:00.000Z,,2023-08-08T00:00:00.000Z,2024-05-01T00:00:00.000Z,269,
"1746-Cambridge-Sq,-Watkinsville,-GA-30677","1746 Cambridge Sq, Watkinsville, GA 30677",1746 Cambridge Sq,,Watkinsville,GA,30677,Oconee,33.904409,-83.486774,Condo,4,3.0,3406.0,2005.0,Active,629000,2024-02-02T00:00:00.000Z,,2023-08-30T00:00:00.000Z,2024-05-01T00:00:00.000Z,90,436.0
"136-Everley-Walk,---8,-Alpharetta,-GA-30009","136 Everley Walk, # 8, Alpharetta, GA 30009",136 Everley Walk,# 8,Alpharetta,GA,30009,Fulton,34.067369,-84.292373,Condo,4,3.5,2379.0,,Active,855160,2024-04-26T00:00:00.000Z,,2023-09-22T00:00:00.000Z,2024-05-01T00:00:00.000Z,6,
"3298-Sheffield-Cir,-Decatur,-GA-30032","3298 Sheffield Cir, Decatur, GA 30032",3298 Sheffield Cir,,Decatur,GA,30032,DeKalb,33.731223,-84.25434,Condo,4,2.5,2200.0,2005.0,Active,299900,2024-03-22T00:00:00.000Z,,2023-10-19T00:00:00.000Z,2024-05-01T00:00:00.000Z,41,1163.0
"3376-Peachtree-Rd-NE,-Unit-57-58,-Atlanta,-GA-30326","3376 Peachtree Rd NE, Unit 57/58, Atlanta, GA 30326",3376 Peachtree Rd NE,Unit 57/58,Atlanta,GA,30326,Fulton,33.849087,-84.366295,Condo,4,4.5,8244.0,2020.0,Active,10950000,2023-11-09T00:00:00.000Z,,2023-11-10T00:00:00.000Z,2024-05-01T00:00:00.000Z,175,
"3141-Allison-Ct,-Young-Harris,-GA-30582","3141 Allison Ct, Young Harris, GA 30582",3141 Allison Ct,,Young Harris,GA,30582,Towns,34.982531,-83.811113,Condo,4,3.5,2460.0,1995.0,Active,475000,2023-12-02T00:00:00.000Z,,2023-12-02T00:00:00.000Z,2024-05-01T00:00:00.000Z,152,
"1113-Mayflower-Rd-NE,-Townsend,-GA-31331","1113 Mayflower Rd NE, Townsend, GA 31331",1113 Mayflower Rd NE,,Townsend,GA,31331,McIntosh,31.57448764,-81.3363172,Condo,4,3.0,1953.0,2022.0,Active,325000,2024-01-10T00:00:00.000Z,,2024-01-06T00:00:00.000Z,2024-05-01T00:00:00.000Z,113,1742.0
"302-E-Oglethorpe-Ave,-Unit-402,-Savannah,-GA-31401","302 E Oglethorpe Ave, Unit 402, Savannah, GA 31401",302 E Oglethorpe Ave,Unit 402,Savannah,GA,31401,Chatham,32.076237,-81.089035,Condo,4,4.5,3204.0,2024.0,Active,4499000,2024-01-26T00:00:00.000Z,,2024-01-27T00:00:00.000Z,2024-05-01T00:00:00.000Z,97,
"404-River-Oaks-Dr,-Richmond-Hill,-GA-31324","404 River Oaks Dr, Richmond Hill, GA 31324",404 River Oaks Dr,,Richmond Hill,GA,31324,Bryan,31.909389,-81.270743,Condo,4,2.5,2972.0,2006.0,Active,449900,2024-01-30T00:00:00.000Z,,2024-01-31T00:00:00.000Z,2024-05-01T00:00:00.000Z,93,
"215-Briscoe-Way,---9,-Alpharetta,-GA-30009","215 Briscoe Way, # 9, Alpharetta, GA 30009",215 Briscoe Way,# 9,Alpharetta,GA,30009,Fulton,34.071437,-84.288245,Condo,4,3.5,2347.0,,Active,1012545,2024-04-29T00:00:00.000Z,,2024-03-04T00:00:00.000Z,2024-05-01T00:00:00.000Z,3,
"170-Camden-Way,-Dalton,-GA-30721","170 Camden Way, Dalton, GA 30721",170 Camden Way,,Dalton,GA,30721,Whitfield,34.822794,-84.936856,Condo,4,2.5,1986.0,2019.0,Active,355000,2024-03-06T00:00:00.000Z,,2024-03-07T00:00:00.000Z,2024-05-01T00:00:00.000Z,57,2178.0
"2333-Sandy-Oaks-Dr,-Marietta,-GA-30066","2333 Sandy Oaks Dr, Marietta, GA 30066",2333 Sandy Oaks Dr,,Marietta,GA,30066,Cobb,34.00718,-84.499477,Condo,4,3.5,2795.0,2007.0,Active,600000,2024-03-15T00:00:00.000Z,,2024-03-15T00:00:00.000Z,2024-05-01T00:00:00.000Z,48,2962.0
"703-River-Oaks-Dr,-Unit-703,-Richmond-Hill,-GA-31324","703 River Oaks Dr, Unit 703, Richmond Hill, GA 31324",703 River Oaks Dr,Unit 703,Richmond Hill,GA,31324,Bryan,31.909883,-81.269049,Condo,4,3.5,2972.0,2006.0,Active,550000,2024-03-29T00:00:00.000Z,,2024-03-30T00:00:00.000Z,2024-05-01T00:00:00.000Z,34,
"176-Cloud-St,-Jonesboro,-GA-30236","176 Cloud St, Jonesboro, GA 30236",176 Cloud St,,Jonesboro,GA,30236,Clayton,33.517002,-84.356991,Condo,4,2.0,1728.0,1948.0,Active,278000,2024-04-09T00:00:00.000Z,,2024-04-10T00:00:00.000Z,2024-05-01T00:00:00.000Z,23,13896.0
"904-River-Oaks-Dr,-Richmond-Hill,-GA-31324","904 River Oaks Dr, Richmond Hill, GA 31324",904 River Oaks Dr,,Richmond Hill,GA,31324,Bryan,31.909453,-81.269674,Condo,4,3.5,2972.0,2006.0,Active,474900,2024-04-11T00:00:00.000Z,,2024-04-12T00:00:00.000Z,2024-05-01T00:00:00.000Z,21,
"40-12th-St-NE,-Unit-1706,-Atlanta,-GA-30309","40 12th St NE, Unit 1706, Atlanta, GA 30309",40 12th St NE,Unit 1706,Atlanta,GA,30309,Fulton,33.784817,-84.386429,Condo,4,3.5,2537.0,2021.0,Active,2230190,2024-04-24T00:00:00.000Z,,2024-04-25T00:00:00.000Z,2024-05-01T00:00:00.000Z,8,
"1051-Mariners-Ct,-Stone-Mountain,-GA-30083","1051 Mariners Ct, Stone Mountain, GA 30083",1051 Mariners Ct,,Stone Mountain,GA,30083,DeKalb,33.810159,-84.194307,Condo,4,4.0,3666.0,1974.0,Active,200000,2024-04-25T00:00:00.000Z,,2024-04-26T00:00:00.000Z,2024-05-01T00:00:00.000Z,7,1220.0
"1801-Haven-Cir,-Douglasville,-GA-30135","1801 Haven Cir, Douglasville, GA 30135",1801 Haven Cir,,Douglasville,GA,30135,Douglas,33.74273,-84.713889,Condo,4,3.0,2442.0,2015.0,Active,415000,2024-04-27T00:00:00.000Z,,2022-09-15T08:22:18.341Z,2024-04-29T00:00:00.000Z,3,2265.0
"108-Park-Pl,-Unit-208,-Decatur,-GA-30030","108 Park Pl, Unit 208, Decatur, GA 30030",108 Park Pl,Unit 208,Decatur,GA,30030,DeKalb,33.76357655432448,-84.31126923006214,Townhouse,1,1.0,924.0,2022.0,Active,374995,2024-04-29T00:00:00.000Z,,2022-03-29T13:29:31.303Z,2024-05-01T00:00:00.000Z,3,
"697-Fayetteville-Rd-SE,-Unit-303,-Atlanta,-GA-30316","697 Fayetteville Rd SE, Unit 303, Atlanta, GA 30316",697 Fayetteville Rd SE,Unit 303,Atlanta,GA,30316,DeKalb,33.737637,-84.313484,Townhouse,1,1.0,601.0,2024.0,Active,155280,2023-04-12T00:00:00.000Z,,2023-04-11T00:00:00.000Z,2024-05-01T00:00:00.000Z,386,13068.0
"697-Fayetteville-Rd-SE,-Unit-301,-Atlanta,-GA-30316","697 Fayetteville Rd SE, Unit 301, Atlanta, GA 30316",697 Fayetteville Rd SE,Unit 301,Atlanta,GA,30316,DeKalb,33.737637,-84.313484,Townhouse,1,1.0,601.0,2024.0,Active,232920,2023-04-12T00:00:00.000Z,,2023-04-11T00:00:00.000Z,2024-05-01T00:00:00.000Z,386,13068.0
"108-Park-Pl,-Unit-113,-Decatur,-GA-30030","108 Park Pl, Unit 113, Decatur, GA 30030",108 Park Pl,Unit 113,Decatur,GA,30030,DeKalb,33.76357655432448,-84.31126923006214,Townhouse,1,2.0,1045.0,2023.0,Active,384995,2024-04-27T00:00:00.000Z,,2023-04-16T00:00:00.000Z,2024-05-01T00:00:00.000Z,5,
"108-Park-Pl,-Unit-206,-Decatur,-GA-30030","108 Park Pl, Unit 206, Decatur, GA 30030",108 Park Pl,Unit 206,Decatur,GA,30030,DeKalb,33.76357655432448,-84.31126923006214,Townhouse,1,1.0,871.0,2023.0,Active,364995,2024-04-30T00:00:00.000Z,,2023-05-07T00:00:00.000Z,2024-05-01T00:00:00.000Z,2,
"900-Central-Ave,-Demorest,-GA-30535","900 Central Ave, Demorest, GA 30535",900 Central Ave,,Demorest,GA,30535,Habersham,34.564915,-83.545143,Townhouse,1,1.0,4460.0,1947.0,Active,347500,2023-06-21T00:00:00.000Z,,2023-06-22T00:00:00.000Z,2024-05-01T00:00:00.000Z,316,
"540-Georgia-St,-Demorest,-GA-30535","540 Georgia St, Demorest, GA 30535",540 Georgia St,,Demorest,GA,30535,Habersham,34.564824,-83.545063,Townhouse,1,1.0,2700.0,2002.0,Active,347500,2023-07-21T00:00:00.000Z,,2023-07-22T00:00:00.000Z,2024-05-01T00:00:00.000Z,286,
"108-Park-Pl,-Unit-312,-Decatur,-GA-30030","108 Park Pl, Unit 312, Decatur, GA 30030",108 Park Pl,Unit 312,Decatur,GA,30030,DeKalb,33.76365682046715,-84.31138625013566,Townhouse,1,1.0,924.0,,Active,364995,2024-04-29T00:00:00.000Z,,2023-08-05T00:00:00.000Z,2024-05-01T00:00:00.000Z,3,
"108-Park-Pl,-Unit-306,-Decatur,-GA-30030","108 Park Pl, Unit 306, Decatur, GA 30030",108 Park Pl,Unit 306,Decatur,GA,30030,DeKalb,33.76357655432448,-84.31126923006214,Townhouse,1,1.0,874.0,,Active,354995,2024-04-29T00:00:00.000Z,,2023-08-05T00:00:00.000Z,2024-05-01T00:00:00.000Z,3,
"108-Park-Pl,-Unit-310,-Decatur,-GA-30030","108 Park Pl, Unit 310, Decatur, GA 30030",108 Park Pl,Unit 310,Decatur,GA,30030,DeKalb,33.763884231206276,-84.31134131921031,Townhouse,1,1.0,924.0,,Active,364995,2024-04-29T00:00:00.000Z,,2023-10-19T00:00:00.000Z,2024-05-01T00:00:00.000Z,3,
"542-Ralph-Mcgill-Blvd-NE,-Apt-5,-Atlanta,-GA-30312","542 Ralph Mcgill Blvd NE, Apt 5, Atlanta, GA 30312",542 Ralph Mcgill Blvd NE,Apt 5,Atlanta,GA,30312,Fulton,33.764215,-84.369595,Townhouse,1,1.5,1291.0,1955.0,Active,385000,2024-01-10T00:00:00.000Z,,2024-01-11T00:00:00.000Z,2024-05-01T00:00:00.000Z,113,832.0
"1143-Glenridge-Pl,-Sandy-Springs,-GA-30342","1143 Glenridge Pl, Sandy Springs, GA 30342",1143 Glenridge Pl,,Sandy Springs,GA,30342,Fulton,33.902835,-84.350727,Townhouse,1,1.5,1224.0,2004.0,Active,353900,2024-02-23T00:00:00.000Z,,2024-02-24T00:00:00.000Z,2024-04-30T00:00:00.000Z,68,523.0
"3667-Ashford-Creek-Vw-NE,-Brookhaven,-GA-30319","3667 Ashford Creek Vw NE, Brookhaven, GA 30319",3667 Ashford Creek Vw NE,,Brookhaven,GA,30319,DeKalb,33.895957,-84.331913,Townhouse,1,2.0,1275.0,2006.0,Active,375000,2024-04-18T00:00:00.000Z,,2024-04-18T00:00:00.000Z,2024-04-30T00:00:00.000Z,13,479.0
"812-Sentinel-Ridge-Dr,-Unit-812,-Marietta,-GA-30064","812 Sentinel Ridge Dr, Unit 812, Marietta, GA 30064",812 Sentinel Ridge Dr,Unit 812,Marietta,GA,30064,Cobb,33.945932,-84.575041,Townhouse,1,1.0,,1982.0,Active,225000,2024-04-25T00:00:00.000Z,,2024-04-26T00:00:00.000Z,2024-04-29T00:00:00.000Z,5,48830760.0
"1895-Dunlap-Ave-Apt-B,-East-Point,-GA-30344","1895 Dunlap Ave Apt B, East Point, GA 30344",1895 Dunlap Ave Apt B,,East Point,GA,30344,Fulton,33.669358,-84.450947,Townhouse,2,1.5,1024.0,1968.0,Active,175000,2024-02-19T00:00:00.000Z,,2020-09-15T10:44:53.793Z,2024-05-01T00:00:00.000Z,73,33393096.0
"35-Sandalwood-Cir,-Lawrenceville,-GA-30046","35 Sandalwood Cir, Lawrenceville, GA 30046",35 Sandalwood Cir,,Lawrenceville,GA,30046,Gwinnett,33.948921,-83.978272,Townhouse,2,2.0,1470.0,1974.0,Active,230000,2024-04-11T00:00:00.000Z,,2020-09-15T11:04:47.645Z,2024-05-01T00:00:00.000Z,21,436.0
"1709-Indian-Way,-Cumming,-GA-30040","1709 Indian Way, Cumming, GA 30040",1709 Indian Way,,Cumming,GA,30040,Forsyth,34.227404,-84.111764,Townhouse,2,2.5,1372.0,2001.0,Active,332500,2024-04-08T00:00:00.000Z,,2020-09-15T11:42:23.279Z,2024-05-01T00:00:00.000Z,24,871.0
"1993-Whitehall-Forest-Ct-SE,-Atlanta,-GA-30316","1993 Whitehall Forest Ct SE, Atlanta, GA 30316",1993 Whitehall Forest Ct SE,,Atlanta,GA,30316,DeKalb,33.684665,-84.31212,Townhouse,2,1.5,984.0,1972.0,Active,75000,2024-04-12T00:00:00.000Z,,2020-09-15T12:03:22.981Z,2024-05-01T00:00:00.000Z,20,366.0
"2416-Peachwood-Cir-NE,-Apt-9,-Atlanta,-GA-30345","2416 Peachwood Cir NE, Apt 9, Atlanta, GA 30345",2416 Peachwood Cir NE,Apt 9,Atlanta,GA,30345,DeKalb,33.857025,-84.289993,Townhouse,2,1.5,1116.0,1998.0,Active,219900,2024-02-09T00:00:00.000Z,,2020-09-16T13:42:34.155Z,2024-05-01T00:00:00.000Z,83,1215.0
"6940-Roswell-Rd,-Unit-15C,-Atlanta,-GA-30328","6940 Roswell Rd, Unit 15C, Atlanta, GA 30328",6940 Roswell Rd,Unit 15C,Atlanta,GA,30328,Fulton,33.944163,-84.373204,Townhouse,2,1.5,1000.0,1965.0,Active,250000,2024-02-21T00:00:00.000Z,,2020-09-20T19:54:03.139Z,2024-05-01T00:00:00.000Z,71,523.0
"4855-Ivy-Ridge-Dr-SE,-Unit-103,-Atlanta,-GA-30339","4855 Ivy Ridge Dr SE, Unit 103, Atlanta, GA 30339",4855 Ivy Ridge Dr SE,Unit 103,Atlanta,GA,30339,Cobb,33.842983,-84.483101,Townhouse,2,2.0,1826.0,2003.0,Active,398000,2024-04-17T00:00:00.000Z,,2020-09-20T21:04:47.053Z,2024-05-01T00:00:00.000Z,15,3485.0
"3589-Brycewood-Dr,-Decatur,-GA-30034","3589 Brycewood Dr, Decatur, GA 30034",3589 Brycewood Dr,,Decatur,GA,30034,DeKalb,33.677049,-84.225293,Townhouse,2,2.5,1680.0,2018.0,Active,280000,2024-02-14T00:00:00.000Z,,2020-09-21T20:34:39.608Z,2024-05-01T00:00:00.000Z,78,1908.0
"5071-Avalon-Dr,-Alpharetta,-GA-30005","5071 Avalon Dr, Alpharetta, GA 30005",5071 Avalon Dr,,Alpharetta,GA,30005,Fulton,34.064777,-84.248841,Townhouse,2,2.0,1432.0,1986.0,Active,354900,2024-04-26T00:00:00.000Z,,2020-09-21T20:38:06.096Z,2024-05-01T00:00:00.000Z,6,
"2507-Barrett-Preserve-Ct-SW,-Marietta,-GA-30064","2507 Barrett Preserve Ct SW, Marietta, GA 30064",2507 Barrett Preserve Ct SW,,Marietta,GA,30064,Cobb,33.949931,-84.625479,Townhouse,2,2.5,2731.0,2019.0,Active,404000,2024-03-29T00:00:00.000Z,,2020-09-21T21:32:00.700Z,2024-05-01T00:00:00.000Z,34,2657.0
"1268-Harris-Commons-Pl,-Roswell,-GA-30076","1268 Harris Commons Pl, Roswell, GA 30076",1268 Harris Commons Pl,,Roswell,GA,30076,Fulton,34.070722,-84.321683,Townhouse,2,2.5,1552.0,2002.0,Active,385000,2024-04-24T00:00:00.000Z,,2020-09-21T22:53:10.460Z,2024-05-01T00:00:00.000Z,8,1455.0
"11273-Serenbe-Ln,-Chattahoochee-Hills,-GA-30268","11273 Serenbe Ln, Chattahoochee Hills, GA 30268",11273 Serenbe Ln,,Chattahoochee Hills,GA,30268,Fulton,33.514741,-84.740929,Townhouse,2,2.5,1768.0,2017.0,Active,849900,2024-03-29T00:00:00.000Z,,2020-09-22T01:52:00.396Z,2024-05-01T00:00:00.000Z,34,1307.0
"1872-Butternut-Dr,-Grovetown,-GA-30813","1872 Butternut Dr, Grovetown, GA 30813",1872 Butternut Dr,,Grovetown,GA,30813,Columbia,33.46596,-82.204548,Townhouse,2,2.5,1162.0,2020.0,Active,215000,2024-04-29T00:00:00.000Z,,2020-10-02T10:32:57.319Z,2024-05-01T00:00:00.000Z,3,1133.0
